date,basedate,tmax
1929-02-17,47163,52
1929-02-18,47164,63
1929-02-19,47165,48
1929-02-20,47166,58
1929-02-21,47167,42
1929-02-22,47168,43
1929-02-23,47169,42
1929-02-24,47170,48
1929-02-25,47171,52
1929-02-26,47172,48
1929-02-27,47173,46
1929-02-28,47174,45
1929-03-01,47175,50
1929-03-02,47176,50
1929-03-03,47177,54
1929-03-04,47178,50
1929-03-05,47179,42
1929-03-06,47180,44
1929-03-07,47181,42
1929-03-08,47182,42
1929-03-09,47183,48
1929-03-10,47184,63
1929-03-11,47185,71
1929-03-12,47186,68
1929-03-13,47187,61
1929-03-14,47188,76
1929-03-15,47189,68
1929-03-16,47190,65
1929-03-17,47191,47
1929-03-18,47192,49
1929-03-19,47193,47
1929-03-20,47194,48
1929-03-21,47195,52
1929-03-22,47196,73
1929-03-23,47197,85
1929-03-24,47198,84
1929-03-25,47199,72
1929-03-26,47200,75
1929-03-27,47201,66
1929-03-28,47202,60
1929-03-29,47203,64
1929-03-30,47204,85
1929-03-31,47205,85
1929-04-01,47206,81
1929-04-02,47207,83
1929-04-03,47208,80
1929-04-04,47209,75
1929-04-05,47210,85
1929-04-06,47211,92
1929-04-07,47212,93
1929-04-08,47213,92
1929-04-09,47214,78
1929-04-10,47215,60
1929-04-11,47216,58
1929-04-12,47217,56
1929-04-13,47218,72
1929-04-14,47219,64
1929-04-15,47220,42
1929-04-16,47221,51
1929-04-17,47222,45
1929-04-18,47223,68
1929-04-19,47224,70
1929-04-20,47225,80
1929-04-21,47226,82
1929-04-22,47227,68
1929-04-23,47228,70
1929-04-24,47229,75
1929-04-25,47230,75
1929-04-26,47231,68
1929-04-27,47232,62
1929-04-28,47233,65
1929-04-29,47234,75
1929-04-30,47235,78
1929-05-01,47236,74
1929-05-02,47237,70
1929-05-03,47238,61
1929-05-04,47239,67
1929-05-05,47240,66
1929-05-06,47241,66
1929-05-07,47242,68
1929-05-08,47243,66
1929-05-09,47244,70
1929-05-10,47245,70
1929-05-11,47246,89
1929-05-12,47247,85
1929-05-13,47248,84
1929-05-14,47249,86
1929-05-15,47250,86
1929-05-16,47251,83
1929-05-17,47252,75
1929-05-18,47253,74
1929-05-19,47254,68
1929-05-20,47255,53
1929-05-21,47256,60
1929-05-22,47257,53
1929-05-23,47258,79
1929-05-24,47259,80
1929-05-25,47260,83
1929-05-26,47261,84
1929-05-27,47262,84
1929-05-28,47263,89
1929-05-29,47264,91
1929-05-30,47265,92
1929-05-31,47266,83
1929-06-01,47267,68
1929-06-02,47268,64
1929-06-03,47269,64
1929-06-04,47270,64
1929-06-05,47271,80
1929-06-06,47272,84
1929-06-07,47273,89
1929-06-08,47274,75
1929-06-09,47275,76
1929-06-10,47276,84
1929-06-11,47277,90
1929-06-12,47278,90
1929-06-13,47279,88
1929-06-14,47280,90
1929-06-15,47281,91
1929-06-16,47282,93
1929-06-17,47283,95
1929-06-18,47284,99
1929-06-19,47285,99
1929-06-20,47286,95
1929-06-21,47287,99
1929-06-22,47288,95
1929-06-23,47289,93
1929-06-24,47290,96
1929-06-25,47291,91
1929-06-26,47292,86
1929-06-27,47293,84
1929-06-28,47294,80
1929-06-29,47295,83
1929-06-30,47296,88
1929-07-01,47297,87
1929-07-02,47298,81
1929-07-03,47299,80
1929-07-04,47300,85
1929-07-05,47301,89
1929-07-06,47302,91
1929-07-07,47303,96
1929-07-08,47304,99
1929-07-09,47305,99
1929-07-10,47306,94
1929-07-11,47307,92
1929-07-12,47308,88
1929-07-13,47309,88
1929-07-14,47310,86
1929-07-15,47311,78
1929-07-16,47312,83
1929-07-17,47313,86
1929-07-18,47314,93
1929-07-19,47315,81
1929-07-20,47316,80
1929-07-21,47317,82
1929-07-22,47318,82
1929-07-23,47319,92
1929-07-24,47320,96
1929-07-25,47321,92
1929-07-26,47322,95
1929-07-27,47323,97
1929-07-28,47324,99
1929-07-29,47325,97
1929-07-30,47326,97
1929-07-31,47327,99
1929-08-01,47328,99
1929-08-02,47329,87
1929-08-03,47330,80
1929-08-04,47331,75
1929-08-05,47332,78
1929-08-06,47333,81
1929-08-07,47334,79
1929-08-08,47335,89
1929-08-09,47336,93
1929-08-10,47337,93
1929-08-11,47338,89
1929-08-12,47339,91
1929-08-13,47340,90
1929-08-14,47341,95
1929-08-15,47342,81
1929-08-16,47343,83
1929-08-17,47344,95
1929-08-18,47345,92
1929-08-19,47346,90
1929-08-20,47347,90
1929-08-21,47348,84
1929-08-22,47349,93
1929-08-23,47350,80
1929-08-24,47351,86
1929-08-25,47352,89
1929-08-26,47353,80
1929-08-27,47354,94
1929-08-28,47355,82
1929-08-29,47356,75
1929-08-30,47357,78
1929-08-31,47358,93
1929-09-01,47359,93
1929-09-02,47360,97
1929-09-03,47361,98
1929-09-04,47362,97
1929-09-05,47363,96
1929-09-06,47364,89
1929-09-07,47365,94
1929-09-08,47366,82
1929-09-09,47367,96
1929-09-10,47368,93
1929-09-11,47369,88
1929-09-12,47370,87
1929-09-13,47371,85
1929-09-14,47372,84
1929-09-15,47373,87
1929-09-16,47374,89
1929-09-17,47375,84
1929-09-18,47376,80
1929-09-19,47377,76
1929-09-20,47378,70
1929-09-21,47379,60
1929-09-22,47380,67
1929-09-23,47381,80
1929-09-24,47382,79
1929-09-25,47383,85
1929-09-26,47384,87
1929-09-27,47385,94
1929-09-28,47386,94
1929-09-29,47387,90
1929-09-30,47388,90
1929-10-01,47389,62
1929-10-02,47390,54
1929-10-03,47391,59
1929-10-04,47392,64
1929-10-05,47393,69
1929-10-06,47394,69
1929-10-07,47395,71
1929-10-08,47396,76
1929-10-09,47397,63
1929-10-10,47398,64
1929-10-11,47399,65
1929-10-12,47400,74
1929-10-13,47401,74
1929-10-14,47402,75
1929-10-15,47403,60
1929-10-16,47404,74
1929-10-17,47405,59
1929-10-18,47406,65
1929-10-19,47407,76
1929-10-20,47408,78
1929-10-21,47409,71
1929-10-22,47410,74
1929-10-23,47411,66
1929-10-24,47412,58
1929-10-25,47413,60
1929-10-26,47414,61
1929-10-27,47415,60
1929-10-28,47416,73
1929-10-29,47417,60
1929-10-30,47418,55
1929-10-31,47419,68
1929-11-01,47420,78
1929-11-02,47421,78
1929-11-03,47422,70
1929-11-04,47423,52
1929-11-05,47424,55
1929-11-06,47425,56
1929-11-07,47426,58
1929-11-08,47427,60
1929-11-09,47428,55
1929-11-10,47429,69
1929-11-11,47430,70
1929-11-12,47431,69
1929-11-13,47432,60
1929-11-14,47433,65
1929-11-15,47434,66
1929-11-16,47435,58
1929-11-17,47436,58
1929-11-18,47437,57
1929-11-19,47438,55
1929-11-20,47439,52
1929-11-21,47440,40
1929-11-22,47441,36
1929-11-23,47442,40
1929-11-24,47443,45
1929-11-25,47444,46
1929-11-26,47445,44
1929-11-27,47446,41
1929-11-28,47447,40
1929-11-29,47448,30
1929-11-30,47449,19
1929-12-01,47450,32
1929-12-02,47451,33
1929-12-03,47452,30
1929-12-04,47453,32
1929-12-05,47454,52
1929-12-06,47455,62
1929-12-07,47456,61
1929-12-08,47457,59
1929-12-09,47458,47
1929-12-10,47459,38
1929-12-11,47460,33
1929-12-12,47461,60
1929-12-13,47462,68
1929-12-14,47463,72
1929-12-15,47464,70
1929-12-16,47465,45
1929-12-17,47466,54
1929-12-18,47467,63
1929-12-19,47468,64
1929-12-20,47469,32
1929-12-21,47470,31
1929-12-22,47471,33
1929-12-23,47472,33
1929-12-24,47473,33
1929-12-25,47474,34
1929-12-26,47475,42
1929-12-27,47476,42
1929-12-28,47477,41
1929-12-29,47478,54
1929-12-30,47479,55
1929-12-31,47480,53
1930-01-01,47481,60
1930-01-02,47482,63
1930-01-03,47483,48
1930-01-04,47484,43
1930-01-05,47485,43
1930-01-06,47486,51
1930-01-07,47487,65
1930-01-08,47488,75
1930-01-09,47489,69
1930-01-10,47490,75
1930-01-11,47491,43
1930-01-12,47492,42
1930-01-13,47493,48
1930-01-14,47494,45
1930-01-15,47495,46
1930-01-16,47496,42
1930-01-17,47497,30
1930-01-18,47498,27
1930-01-19,47499,24
1930-01-21,47501,34
1930-01-22,47502,33
1930-01-23,47503,34
1930-01-24,47504,35
1930-01-25,47505,29
1930-01-26,47506,30
1930-01-27,47507,33
1930-01-28,47508,30
1930-01-29,47509,26
1930-01-30,47510,38
1930-01-31,47511,45
1930-02-01,47512,47
1930-02-02,47513,55
1930-02-03,47514,44
1930-02-04,47515,40
1930-02-05,47516,42
1930-02-06,47517,31
1930-02-07,47518,28
1930-02-08,47519,48
1930-02-09,47520,48
1930-02-10,47521,40
1930-02-11,47522,44
1930-02-12,47523,46
1930-02-13,47524,50
1930-02-14,47525,40
1930-02-15,47526,33
1930-02-16,47527,28
1930-02-17,47528,36
1930-02-18,47529,68
1930-02-19,47530,68
1930-02-20,47531,76
1930-02-21,47532,75
1930-02-22,47533,73
1930-02-23,47534,74
1930-02-24,47535,69
1930-02-25,47536,80
1930-02-26,47537,68
1930-02-27,47538,51
1930-02-28,47539,46
1930-03-01,47540,52
1930-03-02,47541,37
1930-03-03,47542,32
1930-03-04,47543,33
1930-03-05,47544,57
1930-03-06,47545,58
1930-03-07,47546,45
1930-03-08,47547,56
1930-03-09,47548,54
1930-03-10,47549,64
1930-03-11,47550,50
1930-03-12,47551,47
1930-03-13,47552,73
1930-03-14,47553,48
1930-03-15,47554,50
1930-03-16,47555,70
1930-03-17,47556,73
1930-03-18,47557,68
1930-03-19,47558,55
1930-03-20,47559,60
1930-03-21,47560,52
1930-03-22,47561,41
1930-03-23,47562,52
1930-03-24,47563,63
1930-03-25,47564,69
1930-03-26,47565,39
1930-03-27,47566,46
1930-03-28,47567,53
1930-03-29,47568,56
1930-03-30,47569,54
1930-03-31,47570,53
1930-04-01,47571,69
1930-04-02,47572,56
1930-04-03,47573,46
1930-04-04,47574,61
1930-04-05,47575,68
1930-04-06,47576,51
1930-04-07,47577,48
1930-04-08,47578,51
1930-04-09,47579,58
1930-04-10,47580,80
1930-04-11,47581,92
1930-04-12,47582,91
1930-04-13,47583,89
1930-04-14,47584,85
1930-04-15,47585,63
1930-04-16,47586,48
1930-04-17,47587,52
1930-04-18,47588,64
1930-04-19,47589,60
1930-04-20,47590,62
1930-04-21,47591,62
1930-04-22,47592,52
1930-04-23,47593,49
1930-04-24,47594,55
1930-04-25,47595,63
1930-04-26,47596,73
1930-04-27,47597,65
1930-04-28,47598,66
1930-04-29,47599,68
1930-04-30,47600,82
1930-05-01,47601,84
1930-05-02,47602,85
1930-05-03,47603,77
1930-05-04,47604,82
1930-05-05,47605,97
1930-05-06,47606,87
1930-05-07,47607,98
1930-05-08,47608,94
1930-05-09,47609,91
1930-05-10,47610,90
1930-05-11,47611,89
1930-05-12,47612,74
1930-05-13,47613,89
1930-05-14,47614,82
1930-05-15,47615,86
1930-05-16,47616,76
1930-05-17,47617,85
1930-05-18,47618,85
1930-05-19,47619,76
1930-05-20,47620,71
1930-05-21,47621,88
1930-05-22,47622,90
1930-05-23,47623,95
1930-05-24,47624,78
1930-05-25,47625,78
1930-05-26,47626,67
1930-05-27,47627,82
1930-05-28,47628,84
1930-05-29,47629,67
1930-05-30,47630,63
1930-05-31,47631,67
1930-06-01,47632,89
1930-06-02,47633,96
1930-06-03,47634,99
1930-06-04,47635,99
1930-06-05,47636,95
1930-06-06,47637,83
1930-06-07,47638,79
1930-06-08,47639,69
1930-06-09,47640,67
1930-06-10,47641,75
1930-06-11,47642,88
1930-06-12,47643,82
1930-06-13,47644,85
1930-06-14,47645,85
1930-06-15,47646,89
1930-06-16,47647,89
1930-06-17,47648,70
1930-06-18,47649,90
1930-06-19,47650,89
1930-06-20,47651,88
1930-06-21,47652,89
1930-06-22,47653,89
1930-06-23,47654,96
1930-06-24,47655,102
1930-06-25,47656,100
1930-06-26,47657,95
1930-06-27,47658,78
1930-06-28,47659,83
1930-06-29,47660,88
1930-06-30,47661,94
1930-07-01,47662,85
1930-07-02,47663,79
1930-07-03,47664,75
1930-07-04,47665,81
1930-07-05,47666,90
1930-07-06,47667,86
1930-07-07,47668,89
1930-07-08,47669,86
1930-07-09,47670,94
1930-07-10,47671,84
1930-07-11,47672,93
1930-07-12,47673,86
1930-07-13,47674,82
1930-07-14,47675,78
1930-07-15,47676,80
1930-07-16,47677,87
1930-07-17,47678,87
1930-07-18,47679,96
1930-07-19,47680,100
1930-07-20,47681,104
1930-07-21,47682,101
1930-07-22,47683,101
1930-07-23,47684,94
1930-07-24,47685,95
1930-07-25,47686,98
1930-07-26,47687,102
1930-07-27,47688,99
1930-07-28,47689,102
1930-07-29,47690,102
1930-07-30,47691,98
1930-07-31,47692,90
1930-08-01,47693,87
1930-08-02,47694,98
1930-08-03,47695,101
1930-08-04,47696,107
1930-08-05,47697,101
1930-08-06,47698,85
1930-08-07,47699,98
1930-08-08,47700,101
1930-08-09,47701,103
1930-08-10,47702,89
1930-08-11,47703,82
1930-08-12,47704,82
1930-08-13,47705,86
1930-08-14,47706,77
1930-08-15,47707,85
1930-08-16,47708,85
1930-08-17,47709,82
1930-08-18,47710,84
1930-08-19,47711,84
1930-08-20,47712,85
1930-08-21,47713,76
1930-08-22,47714,71
1930-08-23,47715,70
1930-08-24,47716,82
1930-08-25,47717,87
1930-08-26,47718,87
1930-08-27,47719,85
1930-08-28,47720,90
1930-08-29,47721,91
1930-08-30,47722,91
1930-08-31,47723,96
1930-09-01,47724,96
1930-09-02,47725,98
1930-09-03,47726,97
1930-09-04,47727,84
1930-09-05,47728,83
1930-09-06,47729,93
1930-09-07,47730,85
1930-09-08,47731,75
1930-09-09,47732,78
1930-09-10,47733,85
1930-09-11,47734,87
1930-09-12,47735,80
1930-09-13,47736,85
1930-09-14,47737,94
1930-09-15,47738,95
1930-09-16,47739,91
1930-09-17,47740,85
1930-09-18,47741,78
1930-09-19,47742,76
1930-09-20,47743,86
1930-09-21,47744,86
1930-09-22,47745,92
1930-09-23,47746,91
1930-09-24,47747,98
1930-09-25,47748,95
1930-09-26,47749,93
1930-09-27,47750,77
1930-09-28,47751,80
1930-09-29,47752,76
1930-09-30,47753,70
1930-10-01,47754,64
1930-10-02,47755,67
1930-10-03,47756,69
1930-10-04,47757,67
1930-10-05,47758,70
1930-10-06,47759,75
1930-10-07,47760,79
1930-10-08,47761,69
1930-10-09,47762,75
1930-10-10,47763,78
1930-10-11,47764,79
1930-10-12,47765,78
1930-10-13,47766,74
1930-10-14,47767,75
1930-10-15,47768,84
1930-10-16,47769,84
1930-10-17,47770,78
1930-10-18,47771,55
1930-10-19,47772,57
1930-10-20,47773,56
1930-10-21,47774,53
1930-10-22,47775,56
1930-10-23,47776,54
1930-10-24,47777,50
1930-10-25,47778,48
1930-10-26,47779,61
1930-10-27,47780,65
1930-10-28,47781,72
1930-10-29,47782,57
1930-10-30,47783,61
1930-10-31,47784,49
1930-11-01,47785,47
1930-11-02,47786,52
1930-11-03,47787,52
1930-11-04,47788,47
1930-11-05,47789,58
1930-11-06,47790,41
1930-11-07,47791,46
1930-11-08,47792,62
1930-11-09,47793,71
1930-11-10,47794,68
1930-11-11,47795,53
1930-11-12,47796,57
1930-11-13,47797,58
1930-11-14,47798,65
1930-11-15,47799,63
1930-11-16,47800,60
1930-11-17,47801,67
1930-11-18,47802,71
1930-11-19,47803,55
1930-11-20,47804,50
1930-11-21,47805,67
1930-11-22,47806,71
1930-11-23,47807,61
1930-11-24,47808,43
1930-11-25,47809,41
1930-11-26,47810,42
1930-11-27,47811,27
1930-11-28,47812,26
1930-11-29,47813,43
1930-11-30,47814,52
1930-12-01,47815,55
1930-12-02,47816,48
1930-12-03,47817,47
1930-12-04,47818,45
1930-12-05,47819,38
1930-12-06,47820,40
1930-12-07,47821,48
1930-12-08,47822,41
1930-12-09,47823,57
1930-12-10,47824,54
1930-12-11,47825,49
1930-12-12,47826,47
1930-12-13,47827,39
1930-12-14,47828,37
1930-12-15,47829,36
1930-12-16,47830,30
1930-12-17,47831,25
1930-12-18,47832,35
1930-12-19,47833,39
1930-12-20,47834,40
1930-12-21,47835,43
1930-12-22,47836,34
1930-12-23,47837,36
1930-12-24,47838,35
1930-12-25,47839,39
1930-12-26,47840,36
1930-12-27,47841,38
1930-12-28,47842,33
1930-12-29,47843,39
1930-12-30,47844,34
1930-12-31,47845,35
1931-01-01,47846,29
1931-01-02,47847,46
1931-01-03,47848,50
1931-01-04,47849,52
1931-01-05,47850,41
1931-01-06,47851,41
1931-01-07,47852,39
1931-01-08,47853,34
1931-01-09,47854,45
1931-01-10,47855,43
1931-01-11,47856,48
1931-01-12,47857,39
1931-01-13,47858,39
1931-01-14,47859,34
1931-01-15,47860,31
1931-01-16,47861,45
1931-01-17,47862,53
1931-01-18,47863,43
1931-01-19,47864,52
1931-01-20,47865,46
1931-01-21,47866,31
1931-01-22,47867,30
1931-01-23,47868,44
1931-01-24,47869,62
1931-01-25,47870,58
1931-01-26,47871,57
1931-01-27,47872,63
1931-01-28,47873,51
1931-01-29,47874,48
1931-01-30,47875,58
1931-01-31,47876,37
1931-02-01,47877,43
1931-02-02,47878,45
1931-02-03,47879,45
1931-02-04,47880,49
1931-02-05,47881,48
1931-02-06,47882,52
1931-02-07,47883,35
1931-02-08,47884,36
1931-02-09,47885,37
1931-02-10,47886,35
1931-02-11,47887,44
1931-02-12,47888,50
1931-02-13,47889,55
1931-02-14,47890,30
1931-02-15,47891,55
1931-02-16,47892,42
1931-02-17,47893,43
1931-02-18,47894,39
1931-02-19,47895,48
1931-02-20,47896,42
1931-02-21,47897,44
1931-02-22,47898,47
1931-02-23,47899,50
1931-02-24,47900,51
1931-02-25,47901,52
1931-02-26,47902,55
1931-02-27,47903,54
1931-02-28,47904,59
1931-03-01,47905,44
1931-03-02,47906,43
1931-03-03,47907,41
1931-03-04,47908,42
1931-03-05,47909,45
1931-03-06,47910,48
1931-03-07,47911,47
1931-03-08,47912,40
1931-03-09,47913,39
1931-03-10,47914,36
1931-03-11,47915,39
1931-03-12,47916,41
1931-03-13,47917,51
1931-03-14,47918,57
1931-03-15,47919,36
1931-03-16,47920,38
1931-03-17,47921,44
1931-03-18,47922,52
1931-03-19,47923,37
1931-03-20,47924,50
1931-03-21,47925,53
1931-03-22,47926,45
1931-03-23,47927,56
1931-03-24,47928,50
1931-03-25,47929,51
1931-03-26,47930,56
1931-03-27,47931,55
1931-03-28,47932,45
1931-03-29,47933,46
1931-03-30,47934,39
1931-03-31,47935,46
1931-04-01,47936,42
1931-04-02,47937,48
1931-04-03,47938,66
1931-04-04,47939,57
1931-04-05,47940,51
1931-04-06,47941,40
1931-04-07,47942,54
1931-04-08,47943,68
1931-04-09,47944,78
1931-04-10,47945,79
1931-04-11,47946,69
1931-04-12,47947,60
1931-04-13,47948,77
1931-04-14,47949,80
1931-04-15,47950,66
1931-04-16,47951,73
1931-04-17,47952,80
1931-04-18,47953,73
1931-04-19,47954,77
1931-04-20,47955,76
1931-04-21,47956,78
1931-04-22,47957,63
1931-04-23,47958,48
1931-04-24,47959,56
1931-04-25,47960,59
1931-04-26,47961,66
1931-04-27,47962,50
1931-04-28,47963,62
1931-04-29,47964,60
1931-04-30,47965,64
1931-05-01,47966,64
1931-05-02,47967,66
1931-05-03,47968,63
1931-05-04,47969,69
1931-05-05,47970,75
1931-05-06,47971,75
1931-05-07,47972,74
1931-05-08,47973,70
1931-05-09,47974,79
1931-05-10,47975,80
1931-05-11,47976,72
1931-05-12,47977,60
1931-05-13,47978,56
1931-05-14,47979,71
1931-05-15,47980,79
1931-05-16,47981,85
1931-05-17,47982,80
1931-05-18,47983,77
1931-05-19,47984,82
1931-05-20,47985,82
1931-05-21,47986,76
1931-05-22,47987,67
1931-05-23,47988,56
1931-05-24,47989,68
1931-05-25,47990,75
1931-05-26,47991,79
1931-05-27,47992,80
1931-05-28,47993,86
1931-05-29,47994,93
1931-05-30,47995,92
1931-05-31,47996,79
1931-07-01,48027,99
1931-07-02,48028,88
1931-07-03,48029,85
1931-07-04,48030,84
1931-07-05,48031,85
1931-07-06,48032,90
1931-07-07,48033,88
1931-07-08,48034,92
1931-07-09,48035,85
1931-07-10,48036,75
1931-07-11,48037,84
1931-07-12,48038,85
1931-07-13,48039,88
1931-07-14,48040,96
1931-07-15,48041,94
1931-07-16,48042,97
1931-07-17,48043,91
1931-07-18,48044,89
1931-07-19,48045,93
1931-07-20,48046,92
1931-07-21,48047,91
1931-07-22,48048,87
1931-07-23,48049,88
1931-07-24,48050,85
1931-07-25,48051,86
1931-07-26,48052,87
1931-07-27,48053,93
1931-07-28,48054,94
1931-07-29,48055,96
1931-07-30,48056,95
1931-07-31,48057,89
1931-08-01,48058,80
1931-08-02,48059,90
1931-08-03,48060,95
1931-08-04,48061,85
1931-08-05,48062,91
1931-08-06,48063,93
1931-08-07,48064,95
1931-08-08,48065,97
1931-08-09,48066,94
1931-08-10,48067,92
1931-08-11,48068,68
1931-08-12,48069,72
1931-08-13,48070,81
1931-08-14,48071,81
1931-08-15,48072,86
1931-08-16,48073,90
1931-08-17,48074,91
1931-08-18,48075,96
1931-08-19,48076,78
1931-08-20,48077,69
1931-08-21,48078,65
1931-08-22,48079,67
1931-08-23,48080,65
1931-08-24,48081,68
1931-08-25,48082,85
1931-08-26,48083,84
1931-08-27,48084,79
1931-08-28,48085,86
1931-08-29,48086,81
1931-08-30,48087,84
1931-08-31,48088,84
1931-09-01,48089,90
1931-09-02,48090,92
1931-09-03,48091,73
1931-09-04,48092,82
1931-09-05,48093,86
1931-09-06,48094,88
1931-09-07,48095,79
1931-09-08,48096,84
1931-09-09,48097,91
1931-09-10,48098,96
1931-09-11,48099,97
1931-09-12,48100,98
1931-09-13,48101,96
1931-09-14,48102,94
1931-09-15,48103,88
1931-09-16,48104,84
1931-09-17,48105,94
1931-09-18,48106,87
1931-09-19,48107,80
1931-09-20,48108,80
1931-09-21,48109,94
1931-09-22,48110,98
1931-09-23,48111,92
1931-09-24,48112,72
1931-09-25,48113,70
1931-09-26,48114,81
1931-09-27,48115,66
1931-09-28,48116,65
1931-09-29,48117,72
1931-09-30,48118,76
1931-10-01,48119,79
1931-10-02,48120,83
1931-10-03,48121,83
1931-10-04,48122,86
1931-10-05,48123,84
1931-10-06,48124,87
1931-10-07,48125,88
1931-10-08,48126,83
1931-10-09,48127,68
1931-10-10,48128,71
1931-10-11,48129,79
1931-10-12,48130,63
1931-10-13,48131,65
1931-10-14,48132,72
1931-10-15,48133,78
1931-10-16,48134,66
1931-10-17,48135,60
1931-10-18,48136,58
1931-10-19,48137,67
1931-10-20,48138,77
1931-10-21,48139,78
1931-10-22,48140,75
1931-10-23,48141,75
1931-10-24,48142,76
1931-10-25,48143,74
1931-10-26,48144,72
1931-10-27,48145,74
1931-10-28,48146,68
1931-10-29,48147,68
1931-10-30,48148,60
1931-10-31,48149,58
1931-11-01,48150,54
1931-11-02,48151,54
1931-11-03,48152,61
1931-11-04,48153,66
1931-11-05,48154,62
1931-11-06,48155,48
1931-11-07,48156,50
1931-11-08,48157,60
1931-11-09,48158,71
1931-11-10,48159,77
1931-11-11,48160,66
1931-11-12,48161,79
1931-11-13,48162,70
1931-11-14,48163,61
1931-11-15,48164,70
1931-11-16,48165,79
1931-11-17,48166,68
1931-11-18,48167,76
1931-11-19,48168,63
1931-11-20,48169,73
1931-11-21,48170,73
1931-11-22,48171,78
1931-11-23,48172,75
1931-11-24,48173,72
1931-11-25,48174,57
1931-11-26,48175,42
1931-11-27,48176,38
1931-11-28,48177,44
1931-11-29,48178,59
1931-11-30,48179,67
1931-12-01,48180,45
1931-12-02,48181,46
1931-12-03,48182,51
1931-12-04,48183,60
1931-12-05,48184,50
1931-12-06,48185,55
1931-12-07,48186,49
1931-12-08,48187,31
1931-12-09,48188,45
1931-12-10,48189,55
1931-12-11,48190,55
1931-12-12,48191,67
1931-12-13,48192,60
1931-12-14,48193,66
1931-12-15,48194,45
1931-12-16,48195,53
1931-12-17,48196,57
1931-12-18,48197,58
1931-12-19,48198,66
1931-12-20,48199,59
1931-12-21,48200,48
1931-12-22,48201,57
1931-12-23,48202,59
1931-12-24,48203,64
1931-12-25,48204,45
1931-12-26,48205,43
1931-12-27,48206,43
1931-12-28,48207,45
1931-12-29,48208,51
1931-12-30,48209,52
1931-12-31,48210,36
1932-01-01,48211,60
1932-01-02,48212,63
1932-01-03,48213,48
1932-01-04,48214,43
1932-01-05,48215,43
1932-01-06,48216,51
1932-01-07,48217,65
1932-01-08,48218,75
1932-01-09,48219,69
1932-01-10,48220,75
1932-01-11,48221,43
1932-01-12,48222,47
1932-01-13,48223,48
1932-01-14,48224,45
1932-01-15,48225,71
1932-01-16,48226,47
1932-01-17,48227,63
1932-01-18,48228,57
1932-01-19,48229,46
1932-01-20,48230,62
1932-01-21,48231,60
1932-01-22,48232,66
1932-01-23,48233,62
1932-01-24,48234,49
1932-01-25,48235,50
1932-01-26,48236,47
1932-01-27,48237,47
1932-01-28,48238,48
1932-01-29,48239,55
1932-01-30,48240,48
1932-01-31,48241,36
1932-02-01,48242,38
1932-02-02,48243,45
1932-02-03,48244,67
1932-02-04,48245,47
1932-02-05,48246,45
1932-02-06,48247,50
1932-02-07,48248,57
1932-02-08,48249,63
1932-02-09,48250,47
1932-02-10,48251,55
1932-02-11,48252,78
1932-02-12,48253,66
1932-02-13,48254,55
1932-02-14,48255,47
1932-02-15,48256,44
1932-02-16,48257,42
1932-02-17,48258,65
1932-02-18,48259,44
1932-02-19,48260,52
1932-02-20,48261,47
1932-02-21,48262,47
1932-02-22,48263,56
1932-02-23,48264,39
1932-02-24,48265,40
1932-02-25,48266,57
1932-02-26,48267,76
1932-02-27,48268,64
1932-02-28,48269,44
1932-02-29,48270,60
1932-03-01,48271,49
1932-03-02,48272,53
1932-03-03,48273,59
1932-03-04,48274,43
1932-03-05,48275,53
1932-03-06,48276,38
1932-03-07,48277,26
1932-03-08,48278,36
1932-03-09,48279,28
1932-03-10,48280,30
1932-03-11,48281,40
1932-03-12,48282,38
1932-03-13,48283,29
1932-03-14,48284,35
1932-03-15,48285,30
1932-03-16,48286,46
1932-03-17,48287,50
1932-03-18,48288,48
1932-03-19,48289,62
1932-03-20,48290,51
1932-03-21,48291,42
1932-03-22,48292,61
1932-03-23,48293,56
1932-03-24,48294,58
1932-03-25,48295,68
1932-03-26,48296,59
1932-03-27,48297,44
1932-03-28,48298,45
1932-03-29,48299,55
1932-03-30,48300,71
1932-03-31,48301,57
1932-04-01,48302,55
1932-04-02,48303,80
1932-04-03,48304,80
1932-04-04,48305,53
1932-04-05,48306,67
1932-04-06,48307,62
1932-04-07,48308,60
1932-04-08,48309,51
1932-04-09,48310,45
1932-04-10,48311,43
1932-04-11,48312,47
1932-04-12,48313,44
1932-04-13,48314,43
1932-04-14,48315,55
1932-04-15,48316,57
1932-04-16,48317,60
1932-04-17,48318,50
1932-04-18,48319,62
1932-04-19,48320,67
1932-04-20,48321,69
1932-04-21,48322,72
1932-04-22,48323,71
1932-04-23,48324,81
1932-04-24,48325,61
1932-04-25,48326,60
1932-04-26,48327,76
1932-04-27,48328,52
1932-04-28,48329,70
1932-04-29,48330,80
1932-04-30,48331,69
1932-05-01,48332,74
1932-05-02,48333,64
1932-05-03,48334,70
1932-05-04,48335,77
1932-05-05,48336,74
1932-05-06,48337,83
1932-05-07,48338,89
1932-05-08,48339,79
1932-05-09,48340,68
1932-05-10,48341,54
1932-05-11,48342,50
1932-05-12,48343,55
1932-05-13,48344,72
1932-05-14,48345,73
1932-05-15,48346,84
1932-05-16,48347,89
1932-05-17,48348,68
1932-05-18,48349,68
1932-05-19,48350,70
1932-05-20,48351,78
1932-05-21,48352,84
1932-05-22,48353,69
1932-05-23,48354,74
1932-05-24,48355,84
1932-05-25,48356,89
1932-05-26,48357,91
1932-05-27,48358,87
