date,basedate,tmax
1974-11-01,63856,81
1974-11-02,63857,79
1974-11-03,63858,77
1974-11-04,63859,80
1974-11-05,63860,73
1974-11-06,63861,66
1974-11-07,63862,50
1974-11-08,63863,58
1974-11-09,63864,61
1974-11-10,63865,59
1974-11-11,63866,62
1974-11-12,63867,57
1974-11-13,63868,48
1974-11-14,63869,53
1974-11-15,63870,43
1974-11-16,63871,50
1974-11-17,63872,50
1974-11-18,63873,48
1974-11-19,63874,59
1974-11-20,63875,55
1974-11-21,63876,55
1974-11-22,63877,46
1974-11-23,63878,52
1974-11-24,63879,66
1974-11-25,63880,59
1974-11-26,63881,37
1974-11-27,63882,39
1974-11-28,63883,45
1974-11-29,63884,43
1974-11-30,63885,39
1974-12-01,63886,42
1974-12-02,63887,44
1974-12-03,63888,41
1974-12-04,63889,38
1974-12-05,63890,41
1974-12-06,63891,43
1974-12-07,63892,40
1974-12-08,63893,50
1974-12-09,63894,46
1974-12-10,63895,38
1974-12-11,63896,49
1974-12-12,63897,54
1974-12-13,63898,50
1974-12-14,63899,43
1974-12-15,63900,42
1974-12-16,63901,44
1974-12-17,63902,44
1974-12-18,63903,40
1974-12-19,63904,40
1974-12-20,63905,42
1974-12-21,63906,45
1974-12-22,63907,40
1974-12-23,63908,59
1974-12-24,63909,60
1974-12-25,63910,57
1974-12-26,63911,39
1974-12-27,63912,45
1974-12-28,63913,46
1974-12-29,63914,51
1974-12-30,63915,55
1974-12-31,63916,46
1975-01-01,63917,52
1975-01-02,63918,40
1975-01-03,63919,38
1975-01-04,63920,44
1975-01-05,63921,42
1975-01-06,63922,38
1975-01-07,63923,43
1975-01-08,63924,43
1975-01-09,63925,50
1975-01-10,63926,49
1975-01-11,63927,70
1975-01-12,63928,66
1975-01-13,63929,36
1975-01-14,63930,29
1975-01-15,63931,31
1975-01-16,63932,39
1975-01-17,63933,34
1975-01-18,63934,42
1975-01-19,63935,47
1975-01-20,63936,41
1975-01-21,63937,26
1975-01-22,63938,42
1975-01-23,63939,45
1975-01-24,63940,54
1975-01-25,63941,54
1975-01-26,63942,56
1975-01-27,63943,43
1975-01-28,63944,42
1975-01-29,63945,76
1975-01-30,63946,74
1975-01-31,63947,43
1975-02-01,63948,37
1975-02-02,63949,32
1975-02-03,63950,35
1975-02-04,63951,33
1975-02-05,63952,37
1975-02-06,63953,48
1975-02-07,63954,40
1975-02-08,63955,42
1975-02-09,63956,40
1975-02-10,63957,29
1975-02-11,63958,40
1975-02-12,63959,38
1975-02-13,63960,35
1975-02-14,63961,39
1975-02-15,63962,40
1975-02-16,63963,45
1975-02-17,63964,40
1975-02-18,63965,46
1975-02-19,63966,47
1975-02-20,63967,46
1975-02-21,63968,51
1975-02-22,63969,60
1975-02-23,63970,67
1975-02-24,63971,66
1975-02-25,63972,64
1975-02-26,63973,52
1975-02-27,63974,49
1975-02-28,63975,52
1975-03-01,63976,51
1975-03-02,63977,41
1975-03-03,63978,33
1975-03-04,63979,38
1975-03-05,63980,46
1975-03-06,63981,61
1975-03-07,63982,59
1975-03-08,63983,53
1975-03-09,63984,39
1975-03-10,63985,38
1975-03-11,63986,38
1975-03-12,63987,47
1975-03-13,63988,53
1975-03-14,63989,44
1975-03-15,63990,44
1975-03-16,63991,48
1975-03-17,63992,53
1975-03-18,63993,53
1975-03-19,63994,57
1975-03-20,63995,58
1975-03-21,63996,61
1975-03-22,63997,58
1975-03-23,63998,63
1975-03-24,63999,62
1975-03-25,64000,60
1975-03-26,64001,50
1975-03-27,64002,41
1975-03-28,64003,50
1975-03-29,64004,61
1975-03-30,64005,54
1975-03-31,64006,54
1975-04-01,64007,65
1975-04-02,64008,73
1975-04-03,64009,72
1975-04-04,64010,42
1975-04-05,64011,41
1975-04-06,64012,44
1975-04-07,64013,50
1975-04-08,64014,57
1975-04-09,64015,58
1975-04-10,64016,58
1975-04-11,64017,58
1975-04-12,64018,54
1975-04-13,64019,53
1975-04-14,64020,58
1975-04-15,64021,54
1975-04-16,64022,59
1975-04-17,64023,66
1975-04-18,64024,64
1975-04-19,64025,70
1975-04-20,64026,68
1975-04-21,64027,60
1975-04-22,64028,58
1975-04-23,64029,69
1975-04-24,64030,71
1975-04-25,64031,68
1975-04-26,64032,64
1975-04-27,64033,65
1975-04-28,64034,62
1975-04-29,64035,56
1975-04-30,64036,52
1975-05-01,64037,59
1975-05-02,64038,70
1975-05-03,64039,73
1975-05-04,64040,68
1975-05-05,64041,66
1975-05-06,64042,78
1975-05-07,64043,69
1975-05-08,64044,75
1975-05-09,64045,73
1975-05-10,64046,74
1975-05-11,64047,76
1975-05-12,64048,75
1975-05-13,64049,70
1975-05-14,64050,76
1975-05-15,64051,79
1975-05-16,64052,78
1975-05-17,64053,76
1975-05-18,64054,71
1975-05-19,64055,82
1975-05-20,64056,86
1975-05-21,64057,90
1975-05-22,64058,88
1975-05-23,64059,84
1975-05-24,64060,85
1975-05-25,64061,80
1975-05-26,64062,79
1975-05-27,64063,82
1975-05-28,64064,80
1975-05-29,64065,81
1975-05-30,64066,84
1975-05-31,64067,86
1975-06-01,64068,76
1975-06-02,64069,78
1975-06-03,64070,77
1975-06-04,64071,83
1975-06-05,64072,86
1975-06-06,64073,80
1975-06-07,64074,77
1975-06-08,64075,67
1975-06-09,64076,77
1975-06-10,64077,76
1975-06-11,64078,74
1975-06-12,64079,76
1975-06-13,64080,83
1975-06-14,64081,84
1975-06-15,64082,87
1975-06-16,64083,85
1975-06-17,64084,85
1975-06-18,64085,89
1975-06-19,64086,92
1975-06-20,64087,91
1975-06-21,64088,83
1975-06-22,64089,84
1975-06-23,64090,89
1975-06-24,64091,92
1975-06-25,64092,89
1975-06-26,64093,71
1975-06-27,64094,69
1975-06-28,64095,81
1975-06-29,64096,82
1975-06-30,64097,82
1975-07-01,64098,81
1975-07-02,64099,88
1975-07-03,64100,88
1975-07-04,64101,86
1975-07-05,64102,84
1975-07-06,64103,85
1975-07-07,64104,82
1975-07-08,64105,83
1975-07-09,64106,85
1975-07-10,64107,84
1975-07-11,64108,78
1975-07-12,64109,79
1975-07-13,64110,77
1975-07-14,64111,77
1975-07-15,64112,77
1975-07-16,64113,80
1975-07-17,64114,83
1975-07-18,64115,86
1975-07-19,64116,88
1975-07-20,64117,84
1975-07-21,64118,88
1975-07-22,64119,87
1975-07-23,64120,88
1975-07-24,64121,91
1975-07-25,64122,82
1975-07-26,64123,80
1975-07-27,64124,82
1975-07-28,64125,89
1975-07-29,64126,87
1975-07-30,64127,85
1975-07-31,64128,88
1975-08-01,64129,91
1975-08-02,64130,93
1975-08-03,64131,94
1975-08-04,64132,92
1975-08-05,64133,86
1975-08-06,64134,79
1975-08-07,64135,78
1975-08-08,64136,82
1975-08-09,64137,88
1975-08-10,64138,86
1975-08-11,64139,84
1975-08-12,64140,89
1975-08-13,64141,89
1975-08-14,64142,84
1975-08-15,64143,80
1975-08-16,64144,84
1975-08-17,64145,85
1975-08-18,64146,85
1975-08-19,64147,83
1975-08-20,64148,81
1975-08-21,64149,85
1975-08-22,64150,88
1975-08-23,64151,85
1975-08-24,64152,87
1975-08-25,64153,90
1975-08-26,64154,92
1975-08-27,64155,89
1975-08-28,64156,83
1975-08-29,64157,84
1975-08-30,64158,86
1975-08-31,64159,80
1975-09-01,64160,63
1975-09-02,64161,76
1975-09-03,64162,78
1975-09-04,64163,80
1975-09-05,64164,79
1975-09-06,64165,77
1975-09-07,64166,70
1975-09-08,64167,82
1975-09-09,64168,80
1975-09-10,64169,72
1975-09-11,64170,82
1975-09-12,64171,78
1975-09-13,64172,63
1975-09-14,64173,64
1975-09-15,64174,66
1975-09-16,64175,66
1975-09-17,64176,73
1975-09-18,64177,69
1975-09-19,64178,75
1975-09-20,64179,81
1975-09-21,64180,79
1975-09-22,64181,70
1975-09-23,64182,62
1975-09-24,64183,60
1975-09-25,64184,60
1975-09-26,64185,71
1975-09-27,64186,69
1975-09-28,64187,70
1975-09-29,64188,70
1975-09-30,64189,75
1975-10-01,64190,76
1975-10-02,64191,74
1975-10-03,64192,61
1975-10-04,64193,69
1975-10-05,64194,66
1975-10-06,64195,76
1975-10-07,64196,71
1975-10-08,64197,70
1975-10-09,64198,64
1975-10-10,64199,61
1975-10-11,64200,75
1975-10-12,64201,71
1975-10-13,64202,74
1975-10-14,64203,83
1975-10-15,64204,82
1975-10-16,64205,76
1975-10-17,64206,66
1975-10-18,64207,61
1975-10-19,64208,63
1975-10-20,64209,61
1975-10-21,64210,73
1975-10-22,64211,78
1975-10-23,64212,76
1975-10-24,64213,70
1975-10-25,64214,75
1975-10-26,64215,70
1975-10-27,64216,58
1975-10-28,64217,73
1975-10-29,64218,68
1975-10-30,64219,64
1975-10-31,64220,47
1975-11-01,64221,62
1975-11-02,64222,72
1975-11-03,64223,72
1975-11-04,64224,76
1975-11-05,64225,77
1975-11-06,64226,74
1975-11-07,64227,69
1975-11-08,64228,77
1975-11-09,64229,74
1975-11-10,64230,75
1975-11-11,64231,65
1975-11-12,64232,55
1975-11-13,64233,51
1975-11-14,64234,42
1975-11-15,64235,51
1975-11-16,64236,64
1975-11-17,64237,64
1975-11-18,64238,67
1975-11-19,64239,65
1975-11-20,64240,67
1975-11-21,64241,61
1975-11-22,64242,48
1975-11-23,64243,42
1975-11-24,64244,45
1975-11-25,64245,43
1975-11-26,64246,45
1975-11-27,64247,55
1975-11-28,64248,48
1975-11-29,64249,47
1975-11-30,64250,63
1975-12-01,64251,63
1975-12-02,64252,45
1975-12-03,64253,43
1975-12-04,64254,42
1975-12-05,64255,53
1975-12-06,64256,65
1975-12-07,64257,63
1975-12-08,64258,35
1975-12-09,64259,34
1975-12-10,64260,40
1975-12-11,64261,45
1975-12-12,64262,40
1975-12-13,64263,40
1975-12-14,64264,51
1975-12-15,64265,64
1975-12-16,64266,54
1975-12-17,64267,47
1975-12-18,64268,42
1975-12-19,64269,28
1975-12-20,64270,41
1975-12-21,64271,38
1975-12-22,64272,35
1975-12-23,64273,34
1975-12-24,64274,31
1975-12-25,64275,35
1975-12-26,64276,41
1975-12-27,64277,40
1975-12-28,64278,36
1975-12-29,64279,40
1975-12-30,64280,41
1975-12-31,64281,42
1976-01-01,64282,41
1976-01-02,64283,35
1976-01-03,64284,40
1976-01-04,64285,39
1976-01-05,64286,23
1976-01-06,64287,33
1976-01-07,64288,46
1976-01-08,64289,35
1976-01-09,64290,22
1976-01-10,64291,31
1976-01-11,64292,32
1976-01-12,64293,39
1976-01-13,64294,43
1976-01-14,64295,53
1976-01-15,64296,39
1976-01-16,64297,46
1976-01-17,64298,44
1976-01-18,64299,21
1976-01-19,64300,29
1976-01-20,64301,43
1976-01-21,64302,40
1976-01-22,64303,31
1976-01-23,64304,30
1976-01-24,64305,53
1976-01-25,64306,49
1976-01-26,64307,41
1976-01-27,64308,49
1976-01-28,64309,34
1976-01-29,64310,45
1976-01-30,64311,38
1976-01-31,64312,37
1976-02-01,64313,38
1976-02-02,64314,37
1976-02-03,64315,35
1976-02-04,64316,55
1976-02-05,64317,49
1976-02-06,64318,32
1976-02-07,64319,28
1976-02-08,64320,39
1976-02-09,64321,38
1976-02-10,64322,56
1976-02-11,64323,63
1976-02-12,64324,54
1976-02-13,64325,60
1976-02-14,64326,55
1976-02-15,64327,61
1976-02-16,64328,70
1976-02-17,64329,72
1976-02-18,64330,67
1976-02-19,64331,63
1976-02-20,64332,62
1976-02-21,64333,64
1976-02-22,64334,61
1976-02-23,64335,51
1976-02-24,64336,58
1976-02-25,64337,71
1976-02-26,64338,68
1976-02-27,64339,67
1976-02-28,64340,69
1976-02-29,64341,76
1976-03-01,64342,72
1976-03-02,64343,66
1976-03-03,64344,56
1976-03-04,64345,67
1976-03-05,64346,80
1976-03-06,64347,70
1976-03-07,64348,56
1976-03-08,64349,53
1976-03-09,64350,49
1976-03-10,64351,43
1976-03-11,64352,50
1976-03-12,64353,49
1976-03-13,64354,63
1976-03-14,64355,53
1976-03-15,64356,60
1976-03-16,64357,57
1976-03-17,64358,37
1976-03-18,64359,47
1976-03-19,64360,72
1976-03-20,64361,78
1976-03-21,64362,75
1976-03-22,64363,60
1976-03-23,64364,58
1976-03-24,64365,71
1976-03-25,64366,66
1976-03-26,64367,72
1976-03-27,64368,68
1976-03-28,64369,65
1976-03-29,64370,64
1976-03-30,64371,60
1976-03-31,64372,53
1976-04-01,64373,57
1976-04-02,64374,54
1976-04-03,64375,65
1976-04-04,64376,64
1976-04-05,64377,60
1976-04-06,64378,66
1976-04-07,64379,65
1976-04-08,64380,63
1976-04-09,64381,52
1976-04-10,64382,65
1976-04-11,64383,63
1976-04-12,64384,51
1976-04-13,64385,68
1976-04-14,64386,74
1976-04-15,64387,83
1976-04-16,64388,88
1976-04-17,64389,89
1976-04-18,64390,92
1976-04-19,64391,91
1976-04-20,64392,89
1976-04-21,64393,85
1976-04-22,64394,79
1976-04-23,64395,78
1976-04-24,64396,81
1976-04-25,64397,80
1976-04-26,64398,67
1976-04-27,64399,47
1976-04-28,64400,58
1976-04-29,64401,67
1976-04-30,64402,73
1976-05-01,64403,70
1976-05-02,64404,71
1976-05-03,64405,70
1976-05-04,64406,61
1976-05-05,64407,80
1976-05-06,64408,80
1976-05-07,64409,78
1976-05-08,64410,68
1976-05-09,64411,72
1976-05-10,64412,79
1976-05-11,64413,77
1976-05-12,64414,70
1976-05-13,64415,71
1976-05-14,64416,83
1976-05-15,64417,81
1976-05-16,64418,78
1976-05-17,64419,78
1976-05-18,64420,75
1976-05-19,64421,57
1976-05-20,64422,80
1976-05-21,64423,81
1976-05-22,64424,79
1976-05-23,64425,76
1976-05-24,64426,72
1976-05-25,64427,70
1976-05-26,64428,63
1976-05-27,64429,74
1976-05-28,64430,76
1976-05-29,64431,73
1976-05-30,64432,71
1976-05-31,64433,81
1976-06-01,64434,83
1976-06-02,64435,74
1976-06-03,64436,71
1976-06-04,64437,75
1976-06-05,64438,76
1976-06-06,64439,76
1976-06-07,64440,86
1976-06-08,64441,87
1976-06-09,64442,91
1976-06-10,64443,90
1976-06-11,64444,90
1976-06-12,64445,90
1976-06-13,64446,86
1976-06-14,64447,86
1976-06-15,64448,91
1976-06-16,64449,85
1976-06-17,64450,83
1976-06-18,64451,84
1976-06-19,64452,86
1976-06-20,64453,83
1976-06-21,64454,81
1976-06-22,64455,84
1976-06-23,64456,84
1976-06-24,64457,85
1976-06-25,64458,89
1976-06-26,64459,86
1976-06-27,64460,90
1976-06-28,64461,89
1976-06-29,64462,84
1976-06-30,64463,82
1976-07-01,64464,79
1976-07-02,64465,82
1976-07-03,64466,80
1976-07-04,64467,79
1976-07-05,64468,82
1976-07-06,64469,84
1976-07-07,64470,80
1976-07-08,64471,80
1976-07-09,64472,82
1976-07-10,64473,82
1976-07-11,64474,91
1976-07-12,64475,87
1976-07-13,64476,78
1976-07-14,64477,84
1976-07-15,64478,93
1976-07-16,64479,86
1976-07-17,64480,79
1976-07-18,64481,83
1976-07-19,64482,86
1976-07-20,64483,91
1976-07-21,64484,90
1976-07-22,64485,79
1976-07-23,64486,84
1976-07-24,64487,87
1976-07-25,64488,79
1976-07-26,64489,83
1976-07-27,64490,85
1976-07-28,64491,87
1976-07-29,64492,88
1976-07-30,64493,82
1976-07-31,64494,85
1976-08-01,64495,83
1976-08-02,64496,74
1976-08-03,64497,79
1976-08-04,64498,82
1976-08-05,64499,86
1976-08-06,64500,85
1976-08-07,64501,77
1976-08-08,64502,73
1976-08-09,64503,76
1976-08-10,64504,81
1976-08-11,64505,84
1976-08-12,64506,89
1976-08-13,64507,89
1976-08-14,64508,87
1976-08-15,64509,83
1976-08-16,64510,78
1976-08-17,64511,79
1976-08-18,64512,82
1976-08-19,64513,80
1976-08-20,64514,78
1976-08-21,64515,83
1976-08-22,64516,89
1976-08-23,64517,88
1976-08-24,64518,85
1976-08-25,64519,87
1976-08-26,64520,89
1976-08-27,64521,85
1976-08-28,64522,81
1976-08-29,64523,84
1976-08-30,64524,78
1976-08-31,64525,77
1976-09-01,64526,81
1976-09-02,64527,77
1976-09-03,64528,72
1976-09-04,64529,82
1976-09-05,64530,81
1976-09-06,64531,75
1976-09-07,64532,82
1976-09-08,64533,91
1976-09-09,64534,89
1976-09-10,64535,85
1976-09-11,64536,75
1976-09-12,64537,85
1976-09-13,64538,86
1976-09-14,64539,84
1976-09-15,64540,77
1976-09-16,64541,69
1976-09-17,64542,77
1976-09-18,64543,74
1976-09-19,64544,78
1976-09-20,64545,77
1976-09-21,64546,71
1976-09-22,64547,66
1976-09-23,64548,77
1976-09-24,64549,72
1976-09-25,64550,71
1976-09-26,64551,71
1976-09-27,64552,71
1976-09-28,64553,67
1976-09-29,64554,64
1976-09-30,64555,61
1976-10-01,64556,57
1976-10-02,64557,57
1976-10-03,64558,66
1976-10-04,64559,69
1976-10-05,64560,70
1976-10-06,64561,72
1976-10-07,64562,71
1976-10-08,64563,68
1976-10-09,64564,68
1976-10-10,64565,59
1976-10-11,64566,58
1976-10-12,64567,60
1976-10-13,64568,75
1976-10-14,64569,72
1976-10-15,64570,74
1976-10-16,64571,69
1976-10-17,64572,54
1976-10-18,64573,50
1976-10-19,64574,51
1976-10-20,64575,49
1976-10-21,64576,52
1976-10-22,64577,48
1976-10-23,64578,53
1976-10-24,64579,51
1976-10-25,64580,61
1976-10-26,64581,55
1976-10-27,64582,46
1976-10-28,64583,44
1976-10-29,64584,60
1976-10-30,64585,58
1976-10-31,64586,56
1976-11-01,64587,50
1976-11-02,64588,52
1976-11-03,64589,53
1976-11-04,64590,55
1976-11-05,64591,52
1976-11-06,64592,56
1976-11-07,64593,55
1976-11-08,64594,48
1976-11-09,64595,41
1976-11-10,64596,53
1976-11-11,64597,49
1976-11-12,64598,41
1976-11-13,64599,41
1976-11-14,64600,46
1976-11-15,64601,46
1976-11-16,64602,49
1976-11-17,64603,49
1976-11-18,64604,52
1976-11-19,64605,67
1976-11-20,64606,61
1976-11-21,64607,49
1976-11-22,64608,43
1976-11-23,64609,36
1976-11-24,64610,37
1976-11-25,64611,52
1976-11-26,64612,61
1976-11-27,64613,69
1976-11-28,64614,65
1976-11-29,64615,53
1976-11-30,64616,26
1976-12-01,64617,34
1976-12-02,64618,47
1976-12-03,64619,31
1976-12-04,64620,39
1976-12-05,64621,39
1976-12-06,64622,40
1976-12-07,64623,46
1976-12-08,64624,42
1976-12-09,64625,37
1976-12-10,64626,49
1976-12-11,64627,52
1976-12-12,64628,46
1976-12-13,64629,46
1976-12-14,64630,37
1976-12-15,64631,48
1976-12-16,64632,45
1976-12-17,64633,48
1976-12-18,64634,44
1976-12-19,64635,56
1976-12-20,64636,56
1976-12-21,64637,48
1976-12-22,64638,31
1976-12-23,64639,40
1976-12-24,64640,35
1976-12-25,64641,39
1976-12-26,64642,36
1976-12-27,64643,35
1976-12-28,64644,36
1976-12-29,64645,38
1976-12-30,64646,32
1976-12-31,64647,31
1977-01-01,64648,21
1977-01-02,64649,30
1977-01-03,64650,28
1977-01-04,64651,40
1977-01-05,64652,36
1977-01-06,64653,28
1977-01-07,64654,32
1977-01-08,64655,26
1977-01-09,64656,27
1977-01-10,64657,36
1977-01-11,64658,20
1977-01-12,64659,23
1977-01-13,64660,22
1977-01-14,64661,29
1977-01-15,64662,38
1977-01-16,64663,34
1977-01-17,64664,17
1977-01-18,64665,16
1977-01-19,64666,23
1977-01-20,64667,29
1977-01-21,64668,28
1977-01-22,64669,25
1977-01-23,64670,30
1977-01-24,64671,29
1977-01-25,64672,38
1977-01-26,64673,35
1977-01-27,64674,36
1977-01-28,64675,44
1977-01-29,64676,21
1977-01-30,64677,25
1977-01-31,64678,28
1977-02-01,64679,27
1977-02-02,64680,34
1977-02-03,64681,47
1977-02-04,64682,45
1977-02-05,64683,40
1977-02-06,64684,20
1977-02-07,64685,25
1977-02-08,64686,31
1977-02-09,64687,42
1977-02-10,64688,58
1977-02-11,64689,60
1977-02-12,64690,57
1977-02-13,64691,48
1977-02-14,64692,49
1977-02-15,64693,48
1977-02-16,64694,32
1977-02-17,64695,28
1977-02-18,64696,37
1977-02-19,64697,45
1977-02-20,64698,43
1977-02-21,64699,31
1977-02-22,64700,62
1977-02-23,64701,68
1977-02-24,64702,62
1977-02-25,64703,65
1977-02-26,64704,65
1977-02-27,64705,66
1977-02-28,64706,61
1977-03-01,64707,50
1977-03-02,64708,47
1977-03-03,64709,56
1977-03-04,64710,55
1977-03-05,64711,64
1977-03-06,64712,61
1977-03-07,64713,64
1977-03-08,64714,55
1977-03-09,64715,71
1977-03-10,64716,69
1977-03-11,64717,71
1977-03-12,64718,69
1977-03-13,64719,67
1977-03-14,64720,59
1977-03-15,64721,68
1977-03-16,64722,67
1977-03-17,64723,57
1977-03-18,64724,66
1977-03-19,64725,64
1977-03-20,64726,53
1977-03-21,64727,55
1977-03-22,64728,51
1977-03-23,64729,50
1977-03-24,64730,48
1977-03-25,64731,48
1977-03-26,64732,58
1977-03-27,64733,62
1977-03-28,64734,61
1977-03-29,64735,81
1977-03-30,64736,83
1977-03-31,64737,78
1977-04-01,64738,62
1977-04-02,64739,64
1977-04-03,64740,67
1977-04-04,64741,59
1977-04-05,64742,59
1977-04-06,64743,50
1977-04-07,64744,54
1977-04-08,64745,53
1977-04-09,64746,51
1977-04-10,64747,61
1977-04-11,64748,87
1977-04-12,64749,86
1977-04-13,64750,86
1977-04-14,64751,83
1977-04-15,64752,71
1977-04-16,64753,75
1977-04-17,64754,74
1977-04-18,64755,79
1977-04-19,64756,81
1977-04-20,64757,78
1977-04-21,64758,80
1977-04-22,64759,87
1977-04-23,64760,81
1977-04-24,64761,78
1977-04-25,64762,64
1977-04-26,64763,61
1977-04-27,64764,69
1977-04-28,64765,78
1977-04-29,64766,64
1977-04-30,64767,71
1977-05-01,64768,78
1977-05-02,64769,76
1977-05-03,64770,75
1977-05-04,64771,72
1977-05-05,64772,81
1977-05-06,64773,89
1977-05-07,64774,70
1977-05-08,64775,75
1977-05-09,64776,72
1977-05-10,64777,60
1977-05-11,64778,70
1977-05-12,64779,77
1977-05-13,64780,86
1977-05-14,64781,82
1977-05-15,64782,79
1977-05-16,64783,83
1977-05-17,64784,91
1977-05-18,64785,89
1977-05-19,64786,84
1977-05-20,64787,85
1977-05-21,64788,86
1977-05-22,64789,82
1977-05-23,64790,85
1977-05-24,64791,80
1977-05-25,64792,74
1977-05-26,64793,85
1977-05-27,64794,86
1977-05-28,64795,90
1977-05-29,64796,88
1977-05-30,64797,79
1977-05-31,64798,74
1977-06-01,64799,89
1977-06-02,64800,86
1977-06-03,64801,77
1977-06-04,64802,85
1977-06-05,64803,84
1977-06-06,64804,72
1977-06-07,64805,65
1977-06-08,64806,75
1977-06-09,64807,69
1977-06-10,64808,72
1977-06-11,64809,79
1977-06-12,64810,81
1977-06-13,64811,80
1977-06-14,64812,78
1977-06-15,64813,82
1977-06-16,64814,84
1977-06-17,64815,88
1977-06-18,64816,90
1977-06-19,64817,88
1977-06-20,64818,85
1977-06-21,64819,79
1977-06-22,64820,77
1977-06-23,64821,82
1977-06-24,64822,82
1977-06-25,64823,79
1977-06-26,64824,89
1977-06-27,64825,90
1977-06-28,64826,93
1977-06-29,64827,89
1977-06-30,64828,92
1977-07-01,64829,92
1977-07-02,64830,87
1977-07-03,64831,88
1977-07-04,64832,91
1977-07-05,64833,96
1977-07-06,64834,100
1977-07-07,64835,99
1977-07-08,64836,94
1977-07-09,64837,93
1977-07-10,64838,84
1977-07-11,64839,84
1977-07-12,64840,91
1977-07-13,64841,94
1977-07-14,64842,89
1977-07-15,64843,91
1977-07-16,64844,98
1977-07-17,64845,100
1977-07-18,64846,94
1977-07-19,64847,99
1977-07-20,64848,96
1977-07-21,64849,94
1977-07-22,64850,85
1977-07-23,64851,84
1977-07-24,64852,90
1977-07-25,64853,85
1977-07-26,64854,78
1977-07-27,64855,77
1977-07-28,64856,80
1977-07-29,64857,83
1977-07-30,64858,86
1977-07-31,64859,89
1977-08-01,64860,88
1977-08-02,64861,88
1977-08-03,64862,84
1977-08-04,64863,91
1977-08-05,64864,95
1977-08-06,64865,96
1977-08-07,64866,93
1977-08-08,64867,96
1977-08-09,64868,91
1977-08-10,64869,97
1977-08-11,64870,93
1977-08-12,64871,88
1977-08-13,64872,82
1977-08-14,64873,84
1977-08-15,64874,85
1977-08-16,64875,89
1977-08-17,64876,85
1977-08-18,64877,78
1977-08-19,64878,77
1977-08-20,64879,78
1977-08-21,64880,80
1977-08-22,64881,85
1977-08-23,64882,82
1977-08-24,64883,78
1977-08-25,64884,76
1977-08-26,64885,80
1977-08-27,64886,90
1977-08-28,64887,93
1977-08-29,64888,93
1977-08-30,64889,89
1977-08-31,64890,89
1977-09-01,64891,90
1977-09-02,64892,92
1977-09-03,64893,84
1977-09-04,64894,81
1977-09-05,64895,88
1977-09-06,64896,88
1977-09-07,64897,77
1977-09-08,64898,76
1977-09-09,64899,74
1977-09-10,64900,83
1977-09-11,64901,79
1977-09-12,64902,75
1977-09-13,64903,84
1977-09-14,64904,79
1977-09-15,64905,73
1977-09-16,64906,73
1977-09-17,64907,85
1977-09-18,64908,88
1977-09-19,64909,88
1977-09-20,64910,84
1977-09-21,64911,77
1977-09-22,64912,70
1977-09-23,64913,76
1977-09-24,64914,73
1977-09-25,64915,70
1977-09-26,64916,78
1977-09-27,64917,76
1977-09-28,64918,68
1977-09-29,64919,71
1977-09-30,64920,75
1977-10-01,64921,73
1977-10-02,64922,72
1977-10-03,64923,59
1977-10-04,64924,64
1977-10-05,64925,66
1977-10-06,64926,64
1977-10-07,64927,61
1977-10-08,64928,57
1977-10-09,64929,66
1977-10-10,64930,59
1977-10-11,64931,64
1977-10-12,64932,60
1977-10-13,64933,56
1977-10-14,64934,52
1977-10-15,64935,68
1977-10-16,64936,63
1977-10-17,64937,50
1977-10-18,64938,59
1977-10-19,64939,56
1977-10-20,64940,59
1977-10-21,64941,67
1977-10-22,64942,74
1977-10-23,64943,71
1977-10-24,64944,62
1977-10-25,64945,65
1977-10-26,64946,61
1977-10-27,64947,65
1977-10-28,64948,67
1977-10-29,64949,65
1977-10-30,64950,58
1977-10-31,64951,55
1977-11-01,64952,56
1977-11-02,64953,60
1977-11-03,64954,64
1977-11-04,64955,71
1977-11-05,64956,69
1977-11-06,64957,67
1977-11-07,64958,62
1977-11-08,64959,59
1977-11-09,64960,64
1977-11-10,64961,62
1977-11-11,64962,47
1977-11-12,64963,44
1977-11-13,64964,38
1977-11-14,64965,43
1977-11-15,64966,57
1977-11-16,64967,64
1977-11-17,64968,66
1977-11-18,64969,51
1977-11-19,64970,49
1977-11-20,64971,50
1977-11-21,64972,60
1977-11-22,64973,59
1977-11-23,64974,40
1977-11-24,64975,56
1977-11-25,64976,46
1977-11-26,64977,38
1977-11-27,64978,33
1977-11-28,64979,46
1977-11-29,64980,41
1977-11-30,64981,38
1977-12-01,64982,49
1977-12-02,64983,57
1977-12-03,64984,54
1977-12-04,64985,49
1977-12-05,64986,41
1977-12-06,64987,39
1977-12-07,64988,33
1977-12-08,64989,33
1977-12-09,64990,43
1977-12-10,64991,25
1977-12-11,64992,26
1977-12-12,64993,35
1977-12-13,64994,52
1977-12-14,64995,47
1977-12-15,64996,53
1977-12-16,64997,50
1977-12-17,64998,45
1977-12-18,64999,43
1977-12-19,65000,38
1977-12-20,65001,38
1977-12-21,65002,40
1977-12-22,65003,36
1977-12-23,65004,43
1977-12-24,65005,52
1977-12-25,65006,50
1977-12-26,65007,32
1977-12-27,65008,26
1977-12-28,65009,25
1977-12-29,65010,36
1977-12-30,65011,42
1977-12-31,65012,45
1978-01-01,65013,40
1978-01-02,65014,37
1978-01-03,65015,29
1978-01-04,65016,35
1978-01-05,65017,44
1978-01-06,65018,40
1978-01-07,65019,40
1978-01-08,65020,45
